bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,neighborhood_avg_sqft,sqft_lot15,sale_year,yr_since_renovated,log_price,is_renovated,house_age,house_age_bin,basement_ratio,above_ratio,lot_living_ratio
3,2.25,1552,3600,2.0,0,0,3,7,1552,0,2012,98092,47.3198,-122.178,1677,3600,2015,,12.549665896013254,0,3,<20 yrs,0.0,1.0,2.3195876288659796
6,2.0,2350,6554,2.0,0,1,3,8,2000,350,1905,98178,47.5115,-122.256,1560,6554,2014,,12.899222326086994,0,109,>100 yrs,0.14893617021276595,0.851063829787234,2.7889361702127657
5,3.5,5110,10018,2.0,0,0,3,10,3850,1260,2003,98034,47.7261,-122.17,1790,10018,2014,,13.384729180332174,0,11,<20 yrs,0.2465753424657534,0.7534246575342466,1.9604696673189823
3,2.5,1720,99916,2.0,0,0,4,7,1720,0,1990,98042,47.3391,-122.093,1340,73180,2014,,12.807655372286902,0,24,20–50 yrs,0.0,1.0,58.09069767441861
4,2.5,1960,7230,2.0,0,0,3,8,1960,0,2002,98023,47.2855,-122.36,1850,7208,2014,,12.505995740029274,0,12,<20 yrs,0.0,1.0,3.688775510204082
2,1.0,1270,19602,1.0,0,0,3,6,1270,0,1977,98010,47.3375,-122.048,1270,17699,2014,,12.468440756144114,0,37,20–50 yrs,0.0,1.0,15.434645669291339
3,1.5,1180,7000,1.0,0,0,4,7,1180,0,1977,98023,47.2959,-122.373,1630,7500,2014,,12.170450649220749,0,37,20–50 yrs,0.0,1.0,5.932203389830509
4,2.25,2230,6791,2.0,0,0,3,8,2230,0,2005,98038,47.3769,-122.028,2420,6297,2014,,12.73670383776449,0,9,<20 yrs,0.0,1.0,3.045291479820628
4,3.25,4700,38412,2.0,0,0,3,10,3420,1280,1978,98005,47.6445,-122.167,3640,35571,2014,,13.710151153416941,0,36,20–50 yrs,0.2723404255319149,0.7276595744680852,8.172765957446808
3,2.5,2150,8361,2.0,0,0,3,8,2150,0,1991,98058,47.4627,-122.129,2150,9368,2014,,12.82396003700373,0,23,20–50 yrs,0.0,1.0,3.888837209302326
3,2.5,2400,81892,2.0,0,0,3,8,2400,0,1985,98045,47.5028,-121.769,1370,37270,2014,,13.291263603053904,0,29,20–50 yrs,0.0,1.0,34.12166666666667
3,2.5,1830,12750,2.0,0,0,3,7,1830,0,1991,98168,47.5003,-122.328,1610,10000,2014,,12.611541086966115,0,23,20–50 yrs,0.0,1.0,6.967213114754099
4,3.0,2800,6977,2.0,0,0,3,8,2800,0,2003,98038,47.3542,-122.014,2800,6600,2014,,13.016893966928787,0,11,<20 yrs,0.0,1.0,2.4917857142857143
3,2.5,2090,7163,2.0,0,0,3,8,2090,0,1989,98003,47.2735,-122.295,2320,8634,2014,,12.60987303543023,0,25,20–50 yrs,0.0,1.0,3.4272727272727272
4,2.25,2340,13406,1.0,0,0,4,9,2340,0,1963,98040,47.5377,-122.221,2340,10743,2015,,13.81049902116535,0,52,50–100 yrs,0.0,1.0,5.729059829059829
4,1.75,1670,9472,1.0,0,0,3,7,1100,570,1960,98106,47.5299,-122.357,1080,5195,2014,,12.721888795877375,0,54,50–100 yrs,0.3413173652694611,0.6586826347305389,5.6718562874251495
4,2.25,1990,7350,1.0,0,0,4,8,1180,810,1978,98003,47.3258,-122.328,2030,7210,2014,,12.54254845357358,0,36,20–50 yrs,0.40703517587939697,0.592964824120603,3.693467336683417
4,2.25,2270,7800,1.0,0,0,3,7,1290,980,1977,98034,47.7278,-122.192,1480,7280,2014,,13.008076473152153,0,37,20–50 yrs,0.43171806167400884,0.5682819383259912,3.436123348017621
4,2.75,4910,15139,1.0,0,0,4,10,2560,2350,1964,98004,47.6444,-122.22,3980,15139,2014,,14.250211438799289,0,50,20–50 yrs,0.4786150712830957,0.5213849287169042,3.0832993890020366
3,1.0,950,4500,1.0,0,0,4,6,950,0,1943,98118,47.5273,-122.265,1140,4500,2015,,12.691583538230217,0,72,50–100 yrs,0.0,1.0,4.7368421052631575
3,1.75,1610,11200,1.0,0,0,3,7,1610,0,1955,98033,47.6641,-122.176,1610,11200,2014,,13.017005083966255,0,59,50–100 yrs,0.0,1.0,6.956521739130435
4,2.5,1940,7107,2.0,0,0,3,7,1940,0,2000,98038,47.3843,-122.032,1850,5705,2014,,12.683861515988351,0,14,<20 yrs,0.0,1.0,3.66340206185567
3,1.0,1210,9473,1.0,0,0,5,7,1210,0,1955,98006,47.5637,-122.139,1700,11465,2014,,13.023649611968253,0,59,50–100 yrs,0.0,1.0,7.828925619834711
4,2.5,2570,4412,2.0,0,0,3,9,2570,0,2001,98034,47.7076,-122.232,2460,5470,2014,,13.39239204133378,0,13,<20 yrs,0.0,1.0,1.7167315175097275
3,2.25,1700,2800,2.0,0,0,5,7,1150,550,1926,98115,47.6819,-122.311,1500,3400,2015,,13.30967413408274,0,89,50–100 yrs,0.3235294117647059,0.6764705882352942,1.6470588235294117
4,1.0,1610,24000,1.5,0,0,3,6,1610,0,1947,98001,47.2751,-122.252,1270,9600,2014,,12.367345048436391,0,67,50–100 yrs,0.0,1.0,14.906832298136646
4,3.5,4120,7304,2.0,0,0,3,11,3070,1050,2006,98033,47.681,-122.167,2470,9600,2014,,13.783951777098105,0,8,<20 yrs,0.25485436893203883,0.7451456310679612,1.7728155339805824
3,3.5,2880,11340,1.0,0,0,3,8,1690,1190,1980,98074,47.6113,-122.058,2530,11340,2014,1.0,13.830400155679214,1,34,20–50 yrs,0.4131944444444444,0.5868055555555556,3.9375
4,2.25,1990,8548,2.0,0,0,3,8,1990,0,1973,98033,47.667,-122.178,2320,8926,2014,,12.983103608918753,0,41,20–50 yrs,0.0,1.0,4.295477386934674
3,2.0,1260,8092,1.0,0,0,3,7,1260,0,1986,98038,47.3635,-122.054,1950,8092,2014,,12.396697137361691,0,28,20–50 yrs,0.0,1.0,6.4222222222222225
6,3.25,4750,248600,2.0,0,0,4,8,4750,0,1947,98022,47.1879,-121.973,2230,311610,2014,,13.096021455450709,0,67,50–100 yrs,0.0,1.0,52.33684210526316
4,2.75,3010,10450,2.0,0,0,3,9,3010,0,1996,98052,47.6979,-122.112,3010,10530,2014,,13.60479076121576,0,18,<20 yrs,0.0,1.0,3.471760797342193
3,2.5,2410,64073,1.0,0,0,4,8,1820,590,1976,98072,47.7457,-122.141,2980,48760,2014,,13.345508528717259,0,38,20–50 yrs,0.24481327800829875,0.7551867219917012,26.58630705394191
3,1.5,1280,7742,1.0,0,0,3,7,1280,0,1973,98001,47.3323,-122.276,1566,7696,2014,,12.013706813470414,0,41,20–50 yrs,0.0,1.0,6.0484375
3,1.0,2320,6750,1.0,0,0,3,7,1160,1160,1960,98118,47.5327,-122.276,1230,6075,2015,,12.721888795877375,0,55,50–100 yrs,0.5,0.5,2.9094827586206895
3,1.0,1220,6600,1.0,0,0,3,6,1220,0,1958,98065,47.5297,-121.827,1100,6600,2014,,12.566195139831894,0,56,50–100 yrs,0.0,1.0,5.409836065573771
2,1.5,1400,4050,1.0,0,0,4,8,1400,0,1954,98115,47.6768,-122.269,1900,5940,2015,,13.457407451830088,0,61,50–100 yrs,0.0,1.0,2.892857142857143
3,1.75,1590,7280,1.0,0,0,3,7,1140,450,1974,98058,47.4288,-122.153,1590,9634,2015,,12.54254845357358,0,41,20–50 yrs,0.2830188679245283,0.7169811320754716,4.578616352201258
4,2.5,2220,7064,2.0,0,0,3,8,2220,0,1988,98029,47.5716,-122.022,2220,7451,2014,,13.270785106659046,0,26,20–50 yrs,0.0,1.0,3.181981981981982
2,2.5,2770,7781,2.0,0,0,3,8,2770,0,2006,98053,47.7072,-122.017,1870,5984,2014,,13.53420941732992,0,8,<20 yrs,0.0,1.0,2.8090252707581227
4,2.5,2303,16801,2.0,0,0,3,8,2303,0,1995,98019,47.7266,-121.966,2080,14013,2015,,13.171155446333852,0,20,<20 yrs,0.0,1.0,7.295267042987407
3,1.75,1600,10530,1.0,0,2,3,8,1600,0,1962,98155,47.7437,-122.291,2590,8274,2015,,13.239258908233676,0,53,50–100 yrs,0.0,1.0,6.58125
4,1.75,1280,6060,1.0,0,0,3,7,860,420,1926,98117,47.6805,-122.364,1490,4680,2014,,13.26212705890841,0,88,50–100 yrs,0.328125,0.671875,4.734375
5,2.5,2900,5901,2.0,0,0,3,9,2900,0,2006,98027,47.5396,-121.998,3200,5775,2014,,13.603431815252035,0,8,<20 yrs,0.0,1.0,2.0348275862068967
3,2.25,2950,15207,1.0,0,0,4,10,2070,880,1966,98040,47.5571,-122.216,2950,22000,2015,,13.807479394331018,0,49,20–50 yrs,0.2983050847457627,0.7016949152542373,5.154915254237288
3,2.5,1700,6698,2.0,0,0,3,7,1700,0,1997,98038,47.3826,-122.028,2190,7346,2014,,12.721888795877375,0,17,<20 yrs,0.0,1.0,3.94
3,2.75,1050,7200,1.0,0,0,3,7,1050,0,1985,98125,47.7163,-122.303,1860,9000,2014,,13.06685278163674,0,29,20–50 yrs,0.0,1.0,6.857142857142857
4,2.75,2990,11210,1.0,0,1,4,8,1880,1110,1977,98023,47.3357,-122.336,2790,9858,2015,,12.765691290604371,0,38,20–50 yrs,0.3712374581939799,0.6287625418060201,3.749163879598662
5,2.5,3100,5374,2.5,0,0,4,9,3100,0,1906,98122,47.6154,-122.283,2180,5800,2015,,14.285514812209815,0,109,>100 yrs,0.0,1.0,1.7335483870967743
3,1.0,1240,6090,1.0,0,0,4,7,1240,0,1950,98155,47.7542,-122.307,1550,9096,2014,,12.629708330910852,0,64,50–100 yrs,0.0,1.0,4.911290322580645
2,1.0,780,13500,1.0,0,0,4,7,780,0,1946,98077,47.7383,-122.074,2200,67518,2014,25.0,12.631343648903034,1,68,50–100 yrs,0.0,1.0,17.307692307692307
2,2.25,850,1656,2.0,0,0,3,8,850,0,2001,98133,47.7064,-122.344,850,1312,2014,,12.358798024384122,0,13,<20 yrs,0.0,1.0,1.948235294117647
3,1.75,1540,9000,1.0,0,0,3,8,1540,0,1971,98125,47.7152,-122.322,1710,7488,2015,,13.102162710901053,0,44,20–50 yrs,0.0,1.0,5.8441558441558445
4,2.5,2280,42077,2.0,0,0,3,8,2280,0,1994,98042,47.3424,-122.077,2280,36236,2014,,13.005831808336863,0,20,<20 yrs,0.0,1.0,18.45482456140351
3,2.25,2550,9674,1.0,0,0,3,7,1850,700,1959,98178,47.4856,-122.247,2240,9674,2014,,12.779875885354993,0,55,50–100 yrs,0.27450980392156865,0.7254901960784313,3.7937254901960786
2,2.0,1770,7607,1.0,0,0,4,8,1770,0,1987,98058,47.4287,-122.163,2090,7109,2015,,12.793862088206213,0,28,20–50 yrs,0.0,1.0,4.29774011299435
3,1.75,2320,10900,2.0,0,0,3,7,2320,0,1935,98115,47.6877,-122.283,1610,5800,2014,40.0,13.511022723127397,1,79,50–100 yrs,0.0,1.0,4.698275862068965
3,3.5,2600,11920,2.0,0,0,5,8,2600,0,1969,98004,47.582,-122.194,2430,10050,2014,,13.800397935382136,0,45,20–50 yrs,0.0,1.0,4.584615384615384
2,3.25,1570,2031,2.0,0,0,3,8,1310,260,2006,98126,47.548,-122.375,1570,2039,2014,,12.765548423664681,0,8,<20 yrs,0.16560509554140126,0.8343949044585988,1.2936305732484077
4,2.5,3060,7161,2.0,0,0,3,8,2860,200,2005,98065,47.5383,-121.879,2950,6822,2015,,13.161586013632684,0,10,<20 yrs,0.06535947712418301,0.934640522875817,2.3401960784313727
4,2.5,1960,8540,1.0,0,0,3,7,1220,740,1955,98177,47.7654,-122.359,1910,9120,2014,,12.782548359911413,0,59,50–100 yrs,0.37755102040816324,0.6224489795918368,4.357142857142857
5,2.5,3270,6129,2.0,0,0,3,9,3270,0,2004,98055,47.4461,-122.208,2980,5928,2014,,13.091906231773164,0,10,<20 yrs,0.0,1.0,1.8743119266055046
3,1.0,1090,3315,1.0,0,0,4,6,1090,0,1969,98092,47.3159,-122.183,960,3120,2014,,11.870606902224587,0,45,20–50 yrs,0.0,1.0,3.041284403669725
2,1.75,6840,10000,2.5,1,4,3,11,4350,2490,2001,98008,47.6042,-122.112,3120,12300,2014,,15.00274434334993,0,13,<20 yrs,0.36403508771929827,0.6359649122807017,1.4619883040935673
3,1.0,940,8512,1.0,0,0,4,7,940,0,1967,98033,47.7002,-122.191,1060,8512,2014,,12.779875885354993,0,47,20–50 yrs,0.0,1.0,9.05531914893617
5,3.5,3880,13885,2.0,0,3,4,9,2540,1340,1979,98006,47.5696,-122.156,3690,13885,2014,,13.934182975780846,0,35,20–50 yrs,0.34536082474226804,0.654639175257732,3.5786082474226806
5,1.75,1770,15525,1.0,0,0,4,7,1770,0,1959,98059,47.5025,-122.142,1370,10395,2014,,12.206077645517674,0,55,50–100 yrs,0.0,1.0,8.771186440677965
4,2.5,3640,10576,2.0,0,0,3,11,3640,0,1999,98075,47.5899,-121.979,3370,10351,2014,,13.724492254866757,0,15,<20 yrs,0.0,1.0,2.9054945054945054
3,2.5,3160,12824,1.0,0,2,4,9,1820,1340,1966,98004,47.6151,-122.216,3390,11985,2014,,14.285514812209815,0,48,20–50 yrs,0.4240506329113924,0.5759493670886076,4.058227848101266
2,2.5,1590,1845,2.0,0,0,3,9,1590,0,1997,98033,47.6897,-122.175,2320,3174,2014,,12.923670946108873,0,17,<20 yrs,0.0,1.0,1.1603773584905661
4,1.0,1290,6034,1.0,0,0,3,6,1050,240,1950,98118,47.5223,-122.286,1060,6034,2015,,12.487488878546145,0,65,50–100 yrs,0.18604651162790697,0.813953488372093,4.677519379844961
5,3.0,3655,51836,1.0,0,0,5,8,2174,1481,1955,98008,47.6434,-122.115,2530,8606,2015,,13.51440681653079,0,60,50–100 yrs,0.4051983584131327,0.5948016415868673,14.182216142270862
4,2.5,2490,8124,2.0,0,0,3,7,2490,0,2001,98092,47.3347,-122.17,2760,6300,2014,,12.631343648903034,0,13,<20 yrs,0.0,1.0,3.2626506024096384
3,2.5,1470,3999,2.0,0,0,3,7,1470,0,2003,98065,47.5328,-121.871,1960,4444,2014,,12.850557278777309,0,11,<20 yrs,0.0,1.0,2.720408163265306
3,3.25,3960,6132,2.0,0,3,3,10,2600,1360,1933,98199,47.6396,-122.409,2730,5221,2015,,14.014362236381235,0,82,50–100 yrs,0.3434343434343434,0.6565656565656566,1.5484848484848486
3,3.5,3190,29982,1.0,0,3,4,8,2630,560,1941,98166,47.458,-122.368,2600,19878,2015,,13.864301674514206,0,74,50–100 yrs,0.1755485893416928,0.8244514106583072,9.398746081504703
2,1.0,810,7440,1.0,0,0,5,6,810,0,1948,98133,47.7346,-122.352,830,7500,2014,,12.919024904363686,0,66,50–100 yrs,0.0,1.0,9.185185185185185
5,2.5,2980,5377,2.0,0,0,3,9,2980,0,2006,98052,47.7074,-122.101,3150,6593,2014,,13.51427167244672,0,8,<20 yrs,0.0,1.0,1.8043624161073826
4,2.5,2780,35000,1.0,0,0,4,9,2780,0,1985,98072,47.7386,-122.091,2740,35072,2014,,13.42135772413028,0,29,20–50 yrs,0.0,1.0,12.589928057553957
2,1.0,1340,8100,1.0,0,0,4,7,1340,0,1953,98177,47.7218,-122.37,1700,8100,2014,,12.99088929563524,0,61,50–100 yrs,0.0,1.0,6.044776119402985
5,5.0,4930,14649,2.0,0,3,3,11,4160,770,2000,98040,47.5829,-122.247,3030,8479,2014,,14.346139397261565,0,14,<20 yrs,0.15618661257606492,0.8438133874239351,2.971399594320487
3,2.0,1360,5980,1.5,0,0,3,8,1360,0,1945,98116,47.5852,-122.388,1520,4440,2014,6.0,13.463113593266897,1,69,50–100 yrs,0.0,1.0,4.397058823529412
3,1.75,1320,6530,1.0,0,0,4,7,1320,0,1989,98023,47.2871,-122.354,1620,6817,2014,,12.476103599529843,0,25,20–50 yrs,0.0,1.0,4.946969696969697
3,2.0,1210,14499,1.0,0,0,3,7,1210,0,1984,98045,47.4705,-121.754,1570,15360,2015,,12.77422616877261,0,31,20–50 yrs,0.0,1.0,11.982644628099173
4,2.5,1940,7607,2.0,0,0,3,8,1940,0,1995,98052,47.685,-122.158,2250,7600,2015,,13.122365377402328,0,20,<20 yrs,0.0,1.0,3.9211340206185565
4,2.5,3160,4620,1.5,0,4,3,9,2020,1140,1917,98116,47.5875,-122.382,2790,5308,2014,9.0,14.062371417145494,1,97,50–100 yrs,0.36075949367088606,0.6392405063291139,1.4620253164556962
4,2.5,1980,6566,2.0,0,0,3,8,1980,0,2004,98042,47.3809,-122.097,2590,6999,2015,,12.712893259942282,0,11,<20 yrs,0.0,1.0,3.316161616161616
4,2.5,2320,14240,1.0,0,0,4,9,1620,700,1974,98008,47.6269,-122.09,2810,13200,2014,,13.621927022483105,0,40,20–50 yrs,0.3017241379310345,0.6982758620689655,6.137931034482759
4,2.0,1660,4788,1.0,0,0,3,7,1660,0,1968,98144,47.5878,-122.312,1150,5000,2015,,12.577639650232573,0,47,20–50 yrs,0.0,1.0,2.8843373493975903
3,2.5,1660,1545,2.0,0,2,3,9,1400,260,2002,98109,47.6268,-122.353,1820,2570,2014,,13.45883704259595,0,12,<20 yrs,0.1566265060240964,0.8433734939759037,0.9307228915662651
2,1.0,1080,3420,1.0,0,0,4,7,780,300,1922,98107,47.6715,-122.393,1380,3656,2014,,13.217675375388819,0,92,50–100 yrs,0.2777777777777778,0.7222222222222222,3.1666666666666665
2,1.0,1510,11165,1.5,0,0,4,7,1510,0,1921,98133,47.7212,-122.331,2210,8851,2014,,13.215855541983634,0,93,50–100 yrs,0.0,1.0,7.394039735099338
4,2.5,2950,43560,1.0,0,2,4,9,2550,400,1951,98004,47.5988,-122.207,3260,41016,2015,,14.438772147252939,0,64,50–100 yrs,0.13559322033898305,0.864406779661017,14.766101694915255
4,2.25,3070,13720,2.0,0,0,3,9,3070,0,1978,98007,47.6133,-122.152,3010,9657,2015,,13.662360543970586,0,37,20–50 yrs,0.0,1.0,4.469055374592834
2,1.0,970,10423,1.0,0,0,3,7,970,0,1947,98133,47.7252,-122.331,1200,7857,2014,,12.75130259456002,0,67,50–100 yrs,0.0,1.0,10.745360824742267
4,1.75,2140,11651,2.5,0,0,3,8,2140,0,1930,98022,47.196,-122.006,2030,10978,2014,13.0,12.73670383776449,1,84,50–100 yrs,0.0,1.0,5.444392523364486
4,2.25,2570,9600,2.5,0,0,4,9,2570,0,1962,98040,47.5791,-122.241,2570,13200,2015,,14.010255457801716,0,53,50–100 yrs,0.0,1.0,3.735408560311284
3,2.25,1260,1488,3.0,0,0,3,7,1260,0,2009,98133,47.7071,-122.336,1190,1095,2014,,12.524530013005734,0,5,<20 yrs,0.0,1.0,1.180952380952381
3,1.0,1220,7771,1.0,0,0,3,7,1220,0,1963,98008,47.6326,-122.119,1420,7674,2014,,12.91164481522143,0,51,50–100 yrs,0.0,1.0,6.369672131147541
3,2.0,1720,8145,2.0,0,0,5,7,1720,0,1949,98155,47.7393,-122.325,1400,8138,2015,,12.977339917490127,0,66,50–100 yrs,0.0,1.0,4.7354651162790695
4,1.0,2140,4217,1.5,0,0,3,6,1320,820,1925,98118,47.5484,-122.287,1720,5413,2015,,12.373707715234994,0,90,50–100 yrs,0.38317757009345793,0.616822429906542,1.9705607476635514
4,1.5,1420,4923,1.5,0,0,4,8,1420,0,1928,98103,47.6901,-122.339,1470,4923,2014,,13.428377879293798,0,86,50–100 yrs,0.0,1.0,3.4669014084507044
4,2.5,2060,8451,2.0,0,0,3,8,2060,0,1995,98133,47.7168,-122.333,2060,9460,2014,,13.204866440535003,0,19,<20 yrs,0.0,1.0,4.10242718446602
3,1.0,1320,9520,1.0,0,0,3,7,990,330,1953,98178,47.4857,-122.253,1460,10610,2014,,12.591338447675579,0,61,50–100 yrs,0.25,0.75,7.212121212121212
3,1.75,1810,10463,1.0,0,0,4,7,1810,0,1969,98058,47.4581,-122.162,1620,8551,2015,,12.738173341424954,0,46,20–50 yrs,0.0,1.0,5.780662983425414
4,2.5,2980,16263,2.0,0,0,3,9,2980,0,1989,98006,47.5457,-122.153,2730,10018,2014,,13.827440116971353,0,25,20–50 yrs,0.0,1.0,5.457382550335571
2,2.0,1350,2560,1.0,0,0,3,8,1350,0,1976,98052,47.6344,-122.107,1790,2560,2014,,12.721888795877375,0,38,20–50 yrs,0.0,1.0,1.8962962962962964
3,2.0,1540,8011,1.0,0,0,3,7,1540,0,1988,98011,47.7342,-122.202,1630,7141,2014,,12.959846800844963,0,26,20–50 yrs,0.0,1.0,5.201948051948052
3,2.5,2510,9240,2.0,0,0,4,8,2510,0,2001,98022,47.1896,-122.013,2690,9240,2015,,12.77422616877261,0,14,<20 yrs,0.0,1.0,3.681274900398406
3,2.5,1670,5146,2.0,0,0,3,8,1670,0,1991,98029,47.5707,-121.999,1940,5146,2015,,13.199326270390594,0,24,20–50 yrs,0.0,1.0,3.081437125748503
5,3.5,3690,11928,2.0,0,0,3,9,2540,1150,2006,98074,47.6108,-122.06,2640,11928,2014,,13.369225017834633,0,8,<20 yrs,0.3116531165311653,0.6883468834688347,3.232520325203252
3,1.0,1320,11457,1.0,0,0,3,8,1320,0,1959,98028,47.7738,-122.261,1900,9800,2014,,12.736556768559339,0,55,50–100 yrs,0.0,1.0,8.679545454545455
3,1.75,1510,8400,1.0,0,0,2,7,980,530,1979,98045,47.4476,-121.771,1500,10125,2014,,12.180759965737863,0,35,20–50 yrs,0.3509933774834437,0.6490066225165563,5.562913907284768
3,1.75,1510,8400,1.0,0,0,2,7,980,530,1979,98045,47.4476,-121.771,1500,10125,2015,,12.682309930111785,0,36,20–50 yrs,0.3509933774834437,0.6490066225165563,5.562913907284768
4,1.75,1870,10450,1.0,0,0,3,8,1620,250,1978,98005,47.5938,-122.154,2060,10450,2015,,13.399996629152975,0,37,20–50 yrs,0.13368983957219252,0.8663101604278075,5.588235294117647
6,3.0,2400,9373,2.0,0,0,3,7,2400,0,1991,98002,47.3262,-122.214,2060,7316,2014,,12.54254845357358,0,23,20–50 yrs,0.0,1.0,3.9054166666666665
6,3.0,2400,9373,2.0,0,0,3,7,2400,0,1991,98002,47.3262,-122.214,2060,7316,2015,,12.611541086966115,0,24,20–50 yrs,0.0,1.0,3.9054166666666665
3,1.0,1170,8816,1.0,0,0,4,6,1170,0,1966,98023,47.3059,-122.368,1200,9108,2014,,12.242891437918386,0,48,20–50 yrs,0.0,1.0,7.535042735042735
3,1.5,1190,8726,1.0,0,0,3,7,1190,0,1956,98146,47.4887,-122.343,1390,8741,2014,,12.180759965737863,0,58,50–100 yrs,0.0,1.0,7.332773109243697
3,2.0,2080,3880,1.0,0,0,5,7,1160,920,1954,98117,47.686,-122.391,1330,3880,2014,,13.45883704259595,0,60,50–100 yrs,0.4423076923076923,0.5576923076923077,1.8653846153846154
4,1.75,2150,8555,1.0,0,2,4,7,1460,690,1982,98106,47.5344,-122.345,1480,7405,2015,,13.235693848424024,0,33,20–50 yrs,0.3209302325581395,0.6790697674418604,3.9790697674418603
3,1.75,1580,7344,1.0,0,0,5,7,1580,0,1911,98126,47.5256,-122.38,1580,6207,2014,,12.468440756144114,0,103,>100 yrs,0.0,1.0,4.648101265822785
3,1.75,1580,7344,1.0,0,0,5,7,1580,0,1911,98126,47.5256,-122.38,1580,6207,2015,,13.26212705890841,0,104,>100 yrs,0.0,1.0,4.648101265822785
3,2.5,2370,3239,2.0,0,0,3,8,1950,420,2006,98072,47.7515,-122.174,2520,3431,2015,,13.07107218827772,0,9,<20 yrs,0.17721518987341772,0.8227848101265823,1.3666666666666667
3,1.75,1840,8601,1.0,0,0,3,7,920,920,1905,98118,47.5359,-122.276,1390,7452,2014,0.0,12.560247968016562,1,109,>100 yrs,0.5,0.5,4.67445652173913
4,2.5,2660,5500,2.0,0,2,3,9,2660,0,2003,98029,47.5439,-121.996,3620,5500,2014,,13.533000421298812,0,11,<20 yrs,0.0,1.0,2.0676691729323307
3,2.5,2190,3600,2.0,0,0,3,9,2190,0,2003,98029,47.5506,-121.993,2300,3600,2015,,13.384729180332174,0,12,<20 yrs,0.0,1.0,1.643835616438356
3,2.25,1660,3478,1.5,0,0,4,7,1100,560,1929,98117,47.6773,-122.372,1610,3478,2014,,13.3374763699232,0,85,50–100 yrs,0.3373493975903614,0.6626506024096386,2.095180722891566
3,1.75,1780,37801,1.0,0,0,3,7,1300,480,1977,98075,47.5858,-122.015,2380,47480,2015,,13.173058392858724,0,38,20–50 yrs,0.2696629213483146,0.7303370786516854,21.236516853932585
2,1.0,700,5200,1.0,0,0,5,6,700,0,1952,98056,47.4924,-122.175,1030,5200,2014,,11.951186847493476,0,62,50–100 yrs,0.0,1.0,7.428571428571429
4,2.0,1570,11200,1.0,0,0,3,7,1120,450,1959,98011,47.7573,-122.217,1570,11200,2014,,12.742568940017076,0,55,50–100 yrs,0.28662420382165604,0.7133757961783439,7.13375796178344
3,1.75,1220,216332,1.0,0,0,3,7,1220,0,1981,98019,47.7224,-121.926,1540,61419,2015,,12.873904582205107,0,34,20–50 yrs,0.0,1.0,177.32131147540983
3,2.75,3150,219978,2.0,0,0,4,9,3000,150,1990,98024,47.553,-121.946,3180,218235,2014,,13.437175577097312,0,24,20–50 yrs,0.047619047619047616,0.9523809523809523,69.83428571428571
4,2.5,2690,4736,2.0,0,0,3,7,2690,0,2001,98053,47.6869,-122.036,2690,4791,2014,,13.317931805683793,0,13,<20 yrs,0.0,1.0,1.7605947955390335
2,1.0,680,6400,1.0,0,0,3,6,680,0,1943,98168,47.5136,-122.316,1240,7800,2014,,12.100161978566867,0,71,50–100 yrs,0.0,1.0,9.411764705882353
6,3.25,3750,14150,2.0,0,2,5,9,2750,1000,1936,98117,47.6999,-122.393,2140,7968,2014,46.0,14.034646891093473,1,78,50–100 yrs,0.26666666666666666,0.7333333333333333,3.7733333333333334
3,1.0,1010,11675,1.0,0,0,3,7,1010,0,1957,98168,47.4849,-122.301,1370,10042,2015,,12.019749091416921,0,58,50–100 yrs,0.0,1.0,11.55940594059406
3,1.5,1710,4500,1.5,0,0,3,8,1410,300,1928,98118,47.5366,-122.268,1860,6000,2014,,13.043322334563697,0,86,50–100 yrs,0.17543859649122806,0.8245614035087719,2.6315789473684212
4,2.5,2090,6023,2.0,0,0,3,8,2090,0,1990,98029,47.5713,-121.997,2090,6023,2014,,13.208542908506082,0,24,20–50 yrs,0.0,1.0,2.881818181818182
3,1.0,1560,4500,1.5,0,0,3,7,1560,0,1903,98122,47.6118,-122.306,1660,4500,2015,,12.936036208848487,0,112,>100 yrs,0.0,1.0,2.8846153846153846
3,2.5,1560,4200,2.0,0,0,3,7,1560,0,2003,98038,47.3838,-122.026,1560,4200,2014,,12.502470376049185,0,11,<20 yrs,0.0,1.0,2.6923076923076925
4,2.5,2570,11473,2.0,0,0,3,8,2570,0,2008,98003,47.2809,-122.296,2430,5997,2014,,12.784092323881643,0,6,<20 yrs,0.0,1.0,4.46420233463035
3,1.0,1010,7633,1.0,0,0,4,6,1010,0,1961,98198,47.3781,-122.314,1190,8386,2014,,12.323860125621126,0,53,50–100 yrs,0.0,1.0,7.5574257425742575
2,1.0,1020,5130,1.0,0,0,4,6,1020,0,1948,98002,47.301,-122.226,1200,6497,2014,,12.07254696717504,0,66,50–100 yrs,0.0,1.0,5.029411764705882
5,2.5,1710,9720,2.0,0,0,4,8,1710,0,1974,98005,47.5903,-122.157,2270,9672,2014,,13.215855541983634,0,40,20–50 yrs,0.0,1.0,5.684210526315789
3,2.75,2300,12197,2.0,0,0,3,8,2300,0,1989,98166,47.4369,-122.338,1710,11220,2015,,13.190023895035274,0,26,20–50 yrs,0.0,1.0,5.30304347826087
4,2.25,1990,7712,1.0,0,0,3,8,1210,780,1973,98027,47.5688,-122.087,1720,7393,2014,,13.348703414510117,0,41,20–50 yrs,0.39195979899497485,0.6080402010050251,3.8753768844221104
