price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sale_year,sale_month,house_age,was_renovated,sqft_x_grade,age_x_grade,living_lot_ratio
390000.0,4,2.25,1770,33132,1.0,0,0,4,8,1190,580,1965,0,98058,47.4413,-122.151,2490,20000,2014,5,49,0,14160,392,0.053422672944585296
550000.0,3,2.25,2160,15360,1.0,0,0,3,8,1410,750,1965,2000,98007,47.6232,-122.138,2180,8480,2014,9,49,1,17280,392,0.140625
590000.0,4,2.5,2340,8971,2.0,0,0,3,9,2340,0,1987,0,98029,47.5679,-122.011,2510,9219,2014,8,27,0,21060,243,0.2608404860104782
420850.0,1,1.0,960,40946,1.0,0,0,5,5,960,0,1945,0,98014,47.6951,-121.864,1320,20350,2014,5,69,0,4800,345,0.023445513603282373
345000.0,4,2.5,2280,8190,1.0,0,3,3,7,1390,890,1983,0,98188,47.4414,-122.272,1990,9000,2015,2,32,0,15960,224,0.2783882783882784
429800.0,3,2.0,1970,7000,1.0,0,0,3,8,1970,0,1986,0,98038,47.3744,-122.043,1970,7365,2015,2,29,0,15760,232,0.2814285714285714
302000.0,4,1.75,1530,17664,1.5,0,0,3,7,1530,0,1968,0,98058,47.4549,-122.155,1530,11625,2014,6,46,0,10710,322,0.08661684782608696
800000.0,4,1.5,1790,3952,1.5,0,0,4,8,1790,0,1932,0,98103,47.689,-122.352,1200,3876,2014,11,82,0,14320,656,0.45293522267206476
250000.0,3,2.5,1700,6000,2.0,0,0,3,8,1700,0,1997,0,98092,47.2615,-122.221,1940,6626,2014,12,17,0,13600,136,0.2833333333333333
605000.0,3,2.0,2660,4500,1.0,0,0,4,7,1330,1330,1922,0,98199,47.6391,-122.403,1790,5000,2014,7,92,0,18620,644,0.5911111111111111
412000.0,3,1.75,1950,52256,1.0,0,0,4,8,1950,0,1985,0,98042,47.3133,-122.078,2450,51836,2014,5,29,0,15600,232,0.0373162890385793
252000.0,3,2.0,1340,5670,2.0,0,0,3,6,1340,0,1994,0,98055,47.4498,-122.194,1290,4892,2014,11,20,0,8040,120,0.23633156966490299
375000.0,3,1.0,1130,12500,1.5,0,0,3,7,1130,0,1954,0,98118,47.5491,-122.268,2280,8750,2014,9,60,0,7910,420,0.0904
725000.0,2,1.75,1950,2719,1.0,0,0,5,7,1010,940,1919,0,98103,47.6513,-122.346,1360,1256,2014,7,95,0,13650,665,0.7171754321441707
471750.0,5,3.5,3790,8200,1.0,0,1,3,8,2120,1670,2001,0,98056,47.4891,-122.19,1740,8676,2014,10,13,0,30320,104,0.46219512195121953
490000.0,4,2.25,2020,85813,2.0,0,0,3,7,2020,0,1995,0,98027,47.483,-122.026,2120,85813,2014,12,19,0,14140,133,0.023539556943586636
439000.0,2,1.0,800,5100,1.0,0,0,3,7,800,0,1945,0,98117,47.6775,-122.388,1330,5100,2014,10,69,0,5600,483,0.1568627450980392
355000.0,4,2.0,1770,8890,1.0,0,0,5,6,1770,0,1949,0,98166,47.4589,-122.353,1010,7620,2014,8,65,0,10620,390,0.19910011248593926
250000.0,1,0.75,940,87120,1.0,0,0,3,6,940,0,1944,0,98019,47.7182,-121.956,1930,165528,2015,5,71,0,5640,426,0.01078971533516988
780000.0,4,2.25,2260,16188,1.0,0,0,3,10,2260,0,1984,0,98006,47.5637,-122.112,2840,10158,2015,3,31,0,22600,310,0.13960958734865334
409000.0,2,1.0,890,3271,1.0,0,0,4,6,890,0,1918,0,98116,47.5631,-122.381,1190,5175,2014,11,96,0,5340,576,0.2720880464689697
420000.0,2,1.0,860,3880,1.0,0,0,4,6,860,0,1916,0,98117,47.6862,-122.391,1230,4260,2014,6,98,0,5160,588,0.22164948453608246
200000.0,1,0.75,680,9600,1.0,0,0,3,5,680,0,1947,0,98115,47.6964,-122.306,1580,6624,2014,11,67,0,3400,335,0.07083333333333333
830000.0,2,1.5,2130,35679,1.0,0,0,4,7,2130,0,1963,0,98033,47.6638,-122.171,2670,35679,2015,1,52,0,14910,364,0.05969898259480367
695000.0,3,2.5,2390,4555,2.0,0,0,3,9,2390,0,2006,0,98074,47.6199,-122.025,2540,4500,2014,5,8,0,21510,72,0.5246981339187706
815000.0,4,2.75,3488,9614,2.0,0,0,3,10,3488,0,1998,0,98074,47.6055,-122.013,3600,10891,2014,5,16,0,34880,160,0.3628042438111088
210000.0,3,1.75,1260,6223,1.0,0,0,3,7,820,440,1983,0,98042,47.3574,-122.158,1260,6553,2014,11,31,0,8820,217,0.20247469066366705
635000.0,3,1.75,2940,6000,1.0,0,2,4,8,1590,1350,1957,0,98177,47.7235,-122.369,2880,8100,2014,9,57,0,23520,456,0.49
562500.0,4,2.5,2440,7322,2.0,0,0,3,9,2440,0,1991,0,98056,47.5357,-122.179,2590,9927,2014,7,23,0,21960,207,0.3332422835290904
402500.0,4,2.5,2600,11951,2.0,0,0,3,10,2600,0,1988,0,98023,47.3053,-122.34,2820,12093,2014,5,26,0,26000,260,0.21755501631662622
555000.0,3,2.0,2080,7020,1.0,0,0,4,7,1040,1040,1951,0,98115,47.6768,-122.285,1920,7000,2014,12,63,0,14560,441,0.2962962962962963
310000.0,3,1.0,1990,7173,1.0,0,0,3,7,1990,0,1972,0,98034,47.7116,-122.213,1320,7245,2014,9,42,0,13930,294,0.27742924857103024
500000.0,4,2.5,2840,18001,2.0,0,0,3,9,2840,0,1994,0,98019,47.7359,-121.962,2500,18001,2014,9,20,0,25560,180,0.1577690128326204
430000.0,6,3.0,2630,8800,1.0,0,0,3,7,1610,1020,1959,0,98125,47.7166,-122.293,1220,1173,2014,7,55,0,18410,385,0.2988636363636364
1600000.0,3,4.25,2820,7200,2.0,0,0,4,10,2460,360,1930,0,98112,47.6298,-122.29,3300,7522,2014,6,84,0,28200,840,0.39166666666666666
627500.0,4,1.0,1560,4080,1.5,0,0,3,7,1560,0,1923,0,98103,47.6711,-122.331,1890,4080,2014,10,91,0,10920,637,0.38235294117647056
335000.0,4,2.5,2330,7050,2.0,0,0,3,8,2330,0,1998,0,98178,47.5001,-122.231,1810,5424,2014,11,16,0,18640,128,0.3304964539007092
962000.0,4,2.25,3320,20100,1.0,0,0,4,8,1810,1510,1981,0,98006,47.5566,-122.153,2450,9821,2015,3,34,0,26560,272,0.16517412935323383
299000.0,3,1.75,1730,14270,1.0,0,0,3,7,1730,0,1959,0,98065,47.5318,-121.833,1600,11232,2014,7,55,0,12110,385,0.1212333566923616
399950.0,4,2.5,3110,5868,2.0,0,0,3,8,3110,0,2001,0,98042,47.3781,-122.126,2950,5924,2015,4,14,0,24880,112,0.5299931833674165
322000.0,3,1.0,1230,9660,1.0,0,0,3,7,1230,0,1968,0,98053,47.6829,-122.06,1380,10125,2015,3,47,0,8610,329,0.12732919254658384
430000.0,2,1.5,950,4625,1.0,0,0,4,7,950,0,1949,0,98103,47.6912,-122.34,1440,4625,2014,6,65,0,6650,455,0.20540540540540542
307000.0,3,1.75,1890,13860,1.0,0,0,5,7,1890,0,1966,0,98042,47.4156,-122.149,1500,14536,2014,5,48,0,13230,336,0.13636363636363635
194000.0,3,1.5,1010,5000,1.0,0,0,3,6,1010,0,1943,0,98178,47.4925,-122.278,980,5000,2014,11,71,0,6060,426,0.202
180000.0,3,1.0,1010,8581,1.0,0,0,4,6,1010,0,1920,0,98002,47.3043,-122.216,1060,10354,2014,11,94,0,6060,564,0.11770189954550751
465000.0,4,2.25,2340,13383,1.0,0,0,3,8,1170,1170,1983,0,98074,47.6211,-122.037,1810,12532,2014,7,31,0,18720,248,0.17484868863483524
722500.0,4,2.5,2460,9296,2.0,0,0,3,9,2460,0,1978,0,98007,47.6125,-122.152,2730,9900,2015,3,37,0,22140,333,0.2646299483648881
470450.0,2,1.0,1010,3400,1.0,0,0,3,7,1010,0,1921,0,98103,47.6711,-122.329,1800,3600,2014,9,93,0,7070,651,0.29705882352941176
280000.0,3,2.5,1650,6000,2.0,0,0,3,7,1650,0,1990,0,98030,47.36,-122.194,1750,6000,2015,1,25,0,11550,175,0.275
176250.0,4,2.0,1440,6702,1.0,0,0,4,7,1440,0,1966,0,98002,47.3056,-122.217,1030,6702,2015,4,49,0,10080,343,0.21486123545210384
560000.0,5,1.0,1710,9100,1.5,0,0,4,7,1320,390,1926,0,98126,47.5379,-122.378,1880,9100,2014,6,88,0,11970,616,0.1879120879120879
830000.0,3,2.5,2760,11287,2.0,0,3,3,10,2000,760,1991,0,98028,47.739,-122.264,2760,13719,2014,10,23,0,27600,230,0.24452910427925934
276900.0,2,1.0,1350,10096,1.0,0,2,4,7,1350,0,1952,0,98045,47.4967,-121.778,1280,10095,2014,6,62,0,9450,434,0.133716323296355
625000.0,3,1.75,1660,4800,2.0,0,0,3,7,1660,0,1906,2014,98112,47.6296,-122.308,1660,4800,2014,10,108,1,11620,756,0.3458333333333333
1015000.0,4,2.5,2960,4760,2.0,0,0,3,8,2160,800,1900,0,98102,47.6367,-122.318,1600,4760,2015,3,115,0,23680,920,0.6218487394957983
463500.0,1,1.0,1090,8750,1.0,0,0,4,6,1090,0,1924,0,98118,47.54,-122.269,1830,5000,2014,9,90,0,6540,540,0.12457142857142857
485000.0,3,2.5,3110,9015,2.0,0,0,3,9,3110,0,1990,0,98058,47.4369,-122.147,2650,8960,2014,9,24,0,27990,216,0.3449805879090405
272000.0,3,2.0,1380,7476,1.0,0,0,3,7,1380,0,1989,0,98001,47.3336,-122.272,1600,7227,2014,6,25,0,9660,175,0.18459069020866772
305000.0,2,1.0,1290,3140,2.0,0,0,3,7,1290,0,2008,0,98053,47.6971,-122.026,1290,2628,2014,12,6,0,9030,42,0.410828025477707
760000.0,3,2.5,1980,13964,1.0,0,0,5,7,1980,0,1959,0,98040,47.571,-122.227,2040,13964,2014,6,55,0,13860,385,0.14179318246920652
387500.0,2,1.0,870,6126,1.0,0,0,4,7,870,0,1938,0,98125,47.7024,-122.322,1620,6126,2015,2,77,0,6090,539,0.14201762977473065
352000.0,4,2.5,2470,5015,2.0,0,0,3,8,2470,0,2004,0,98038,47.3457,-122.041,2470,5100,2014,9,10,0,19760,80,0.49252243270189433
507000.0,3,1.75,2140,40098,1.0,0,0,5,8,1490,650,1950,0,98058,47.4296,-122.111,2220,35371,2014,7,64,0,17120,512,0.05336924534889521
156000.0,3,1.0,770,9750,1.0,0,0,3,6,770,0,1941,0,98188,47.4509,-122.275,1560,10707,2014,7,73,0,4620,438,0.07897435897435898
580000.0,3,3.25,1490,857,3.0,0,0,3,8,1220,270,2001,0,98102,47.6357,-122.324,1550,1092,2014,11,13,0,11920,104,1.7386231038506417
630000.0,4,2.5,2510,35020,1.0,0,0,4,8,1610,900,1977,0,98075,47.5834,-122.003,2080,34398,2014,7,37,0,20080,296,0.07167332952598515
275000.0,5,1.5,1950,9000,1.0,0,0,3,7,1130,820,1964,0,98146,47.4882,-122.339,1680,9526,2014,12,50,0,13650,350,0.21666666666666667
835000.0,5,4.0,3600,14720,1.0,0,2,5,8,1800,1800,1960,0,98034,47.7022,-122.227,3600,15358,2014,7,54,0,28800,432,0.24456521739130435
340000.0,4,2.5,2380,7850,2.0,0,0,3,8,2380,0,1995,0,98055,47.4356,-122.201,1940,7334,2014,12,19,0,19040,152,0.30318471337579617
329350.0,2,1.0,720,6687,1.0,0,0,3,6,720,0,1942,0,98117,47.7001,-122.362,840,6687,2014,5,72,0,4320,432,0.10767160161507403
1480000.0,3,3.5,4070,26000,2.0,0,0,3,11,4070,0,1991,0,98033,47.659,-122.174,3770,26000,2014,7,23,0,44770,253,0.15653846153846154
475000.0,3,1.0,1250,150117,1.0,0,0,3,7,1250,0,1975,0,98075,47.5956,-122.009,3060,50055,2015,3,40,0,8750,280,0.008326838399381815
719950.0,3,2.25,2190,2416,3.0,0,0,3,8,2190,0,2014,0,98117,47.6758,-122.38,1510,3615,2014,11,0,0,17520,0,0.9064569536423841
235000.0,1,1.0,810,2451,1.0,0,0,5,7,810,0,1941,0,98126,47.5188,-122.376,980,1198,2014,5,73,0,5670,511,0.33047735618115054
875000.0,3,1.5,2440,5750,1.0,0,0,3,8,1320,1120,1939,0,98115,47.6991,-122.296,2160,6820,2015,3,76,0,19520,608,0.42434782608695654
380000.0,4,1.75,1740,9150,1.0,0,0,3,7,1740,0,1974,0,98188,47.4498,-122.28,1540,9147,2015,4,41,0,12180,287,0.1901639344262295
325000.0,3,2.25,1480,97138,1.5,0,0,3,7,1480,0,1984,0,98010,47.3317,-121.927,1730,176418,2015,3,31,0,10360,217,0.015236055920443081
475000.0,4,2.5,2120,57050,2.0,0,0,3,9,2120,0,1989,0,98072,47.7611,-122.128,3320,39082,2014,8,25,0,19080,225,0.0371603856266433
152900.0,1,1.0,900,4368,1.0,0,0,5,6,900,0,1915,1950,98022,47.2107,-121.99,1290,5000,2015,3,100,1,5400,600,0.20604395604395603
210000.0,2,2.0,1190,7570,1.0,0,0,3,6,1190,0,1939,0,98146,47.5113,-122.338,1190,7635,2014,8,75,0,7140,450,0.1571994715984148
350000.0,4,1.0,1010,6000,1.0,0,0,3,6,750,260,1925,0,98136,47.5518,-122.383,1450,6000,2014,9,89,0,6060,534,0.16833333333333333
505000.0,3,2.5,2100,17882,2.0,0,0,4,8,2100,0,1985,0,98059,47.4754,-122.119,2080,16686,2015,3,30,0,16800,240,0.11743652835253328
464900.0,4,2.25,2020,8424,1.0,0,0,4,7,1380,640,1979,0,98034,47.7262,-122.233,2030,7236,2014,6,35,0,14140,245,0.23979107312440645
650000.0,3,2.0,2520,5980,1.0,0,0,3,8,1790,730,1957,0,98116,47.5767,-122.383,1590,5750,2014,9,57,0,20160,456,0.4214046822742475
369950.0,2,2.75,1370,1140,2.0,0,0,3,8,1080,290,2009,0,98133,47.7053,-122.342,1370,1090,2015,5,6,0,10960,48,1.2017543859649122
250000.0,3,2.5,1530,2890,2.0,0,0,3,7,1530,0,2001,0,98108,47.5434,-122.293,1540,2890,2014,7,13,0,10710,91,0.5294117647058824
320000.0,3,2.5,1530,2890,2.0,0,0,3,7,1530,0,2001,0,98108,47.5434,-122.293,1540,2890,2015,4,14,0,10710,98,0.5294117647058824
2532000.0,4,4.25,5040,16048,1.0,0,3,3,10,3420,1620,1950,0,98105,47.6702,-122.26,3960,14000,2015,3,65,0,50400,650,0.3140578265204387
340000.0,4,2.25,2530,24700,2.0,0,0,3,7,2530,0,1974,0,98031,47.3939,-122.177,2650,24700,2014,9,40,0,17710,280,0.10242914979757085
440000.0,2,1.5,1010,1968,1.5,0,0,5,5,1010,0,1906,0,98107,47.6757,-122.385,1760,4200,2014,5,108,0,5050,540,0.5132113821138211
219950.0,3,1.0,1200,7727,1.0,0,0,4,7,1200,0,1959,0,98022,47.2021,-121.999,1300,7718,2015,4,56,0,8400,392,0.15529959880936975
940000.0,4,3.0,2720,11740,1.0,0,0,5,9,2720,0,1957,0,98040,47.5833,-122.242,2640,11740,2014,9,57,0,24480,513,0.23168654173764908
399950.0,4,1.5,1850,6125,1.5,0,0,3,6,1110,740,1945,0,98126,47.5352,-122.37,990,6125,2014,7,69,0,11100,414,0.3020408163265306
1568000.0,3,2.75,2340,8828,1.0,0,0,4,9,2340,0,1954,0,98112,47.632,-122.289,3480,8526,2015,1,61,0,21060,549,0.2650657000453104
528000.0,4,1.75,1860,9750,1.0,0,0,3,7,1460,400,1969,0,98034,47.7097,-122.202,1900,8913,2015,4,46,0,13020,322,0.19076923076923077
545000.0,4,1.75,1940,8990,1.0,0,0,4,8,1560,380,1956,0,98034,47.7021,-122.241,2310,11745,2014,8,58,0,15520,464,0.21579532814238042
575000.0,2,2.0,1680,6194,1.0,0,0,3,8,1680,0,2004,0,98053,47.7136,-122.03,1900,5850,2015,4,11,0,13440,88,0.2712302227962544
235000.0,4,2.75,1770,10184,1.0,0,0,3,8,1250,520,1979,0,98023,47.3074,-122.385,2070,8320,2014,11,35,0,14160,280,0.17380204241948155
272000.0,3,2.5,1790,6371,2.0,0,0,3,8,1790,0,1998,0,98092,47.3291,-122.168,1850,6371,2014,7,16,0,14320,128,0.2809606027311254
380000.0,4,1.75,1720,9600,1.0,0,0,4,8,1720,0,1969,0,98059,47.4764,-122.155,1660,10720,2015,4,46,0,13760,368,0.17916666666666667
195000.0,3,1.0,1280,6967,1.5,0,0,3,7,1280,0,1949,0,98155,47.7512,-122.329,1280,7245,2015,4,66,0,8960,462,0.18372326682933832
297000.0,3,2.5,1690,4988,2.0,0,0,3,7,1690,0,2002,0,98038,47.3561,-122.015,1830,4733,2014,10,12,0,11830,84,0.338813151563753
349000.0,4,2.5,2190,7294,2.0,0,0,3,8,2190,0,2003,0,98023,47.2923,-122.357,2240,7379,2015,4,12,0,17520,96,0.3002467781738415
320000.0,2,1.0,710,5200,1.0,0,2,4,6,710,0,1942,0,98126,47.5376,-122.371,1610,5200,2014,9,72,0,4260,432,0.13653846153846153
319990.0,4,1.5,1890,10707,1.0,0,0,3,7,1890,0,1962,0,98148,47.428,-122.326,1610,8827,2014,7,52,0,13230,364,0.17652003362286356
439900.0,2,2.0,1410,12282,1.5,0,0,5,8,1410,0,1909,1988,98024,47.5242,-121.926,1410,8931,2014,6,105,1,11280,840,0.11480214948705422
429000.0,3,3.25,2210,3600,2.0,0,0,3,8,1820,390,1995,0,98125,47.7031,-122.279,2010,6690,2014,8,19,0,17680,152,0.6138888888888889
272500.0,3,2.0,1540,6250,1.0,0,0,3,7,1540,0,1998,0,98038,47.3539,-122.025,2070,6250,2014,7,16,0,10780,112,0.2464
400000.0,4,2.0,1350,7255,1.0,0,0,4,7,1350,0,1959,0,98125,47.7287,-122.31,1050,7288,2014,9,55,0,9450,385,0.18607856650585802
462000.0,5,2.0,1380,4300,1.5,0,0,3,7,1380,0,1916,0,98103,47.6647,-122.337,1830,3800,2015,4,99,0,9660,693,0.3209302325581395
510000.0,2,1.0,890,6095,1.0,0,0,3,7,890,0,1947,0,98115,47.6823,-122.298,1450,5985,2015,3,68,0,6230,476,0.14602132895816242
550000.0,3,2.5,1900,3255,2.0,0,0,3,8,1900,0,1988,2000,98007,47.6075,-122.147,1880,3350,2014,6,26,1,15200,208,0.5837173579109063
150000.0,3,1.0,1240,5200,1.0,0,0,3,6,1240,0,1969,0,98042,47.3701,-122.079,870,5200,2015,4,46,0,7440,276,0.23846153846153847
460000.0,3,2.5,1730,8490,1.0,0,0,3,7,1210,520,1969,0,98034,47.7187,-122.219,1870,7400,2014,6,45,0,12110,315,0.2037691401648999
632500.0,4,2.5,2090,10306,2.0,0,0,3,10,2090,0,1986,0,98074,47.6304,-122.051,2660,11481,2014,6,28,0,20900,280,0.20279448864738986
361000.0,3,1.75,1650,11220,1.0,0,0,4,7,1650,0,1969,0,98077,47.7567,-122.071,1340,10129,2014,9,45,0,11550,315,0.14705882352941177
437000.0,3,2.25,1130,1221,2.0,0,0,3,8,1030,100,2004,0,98117,47.6799,-122.375,1300,5000,2014,8,10,0,9040,80,0.9254709254709255
370000.0,6,2.75,3240,5750,1.0,0,0,4,6,2160,1080,1950,0,98002,47.3054,-122.221,1230,5750,2015,5,65,0,19440,390,0.5634782608695652
884250.0,4,2.5,3840,12151,2.0,0,0,3,10,3840,0,1998,0,98075,47.5953,-121.986,3560,11044,2015,4,17,0,38400,170,0.3160233725619291
225000.0,3,1.0,1200,9936,1.0,0,0,4,6,1200,0,1969,0,98038,47.3609,-122.029,1200,10189,2014,6,45,0,7200,270,0.12077294685990338
235000.0,2,1.0,870,5000,1.0,0,0,3,6,870,0,1949,0,98126,47.5186,-122.375,820,5000,2014,8,65,0,5220,390,0.174
767500.0,6,3.5,2410,6000,2.0,0,4,3,9,2220,190,1916,1990,98136,47.54,-122.382,1980,6000,2014,7,98,1,21690,882,0.40166666666666667
1200000.0,3,1.75,1560,8078,1.5,1,4,4,6,1560,0,1928,0,98040,47.5779,-122.246,2890,16710,2014,5,86,0,9360,516,0.1931171081950978
715000.0,3,2.5,2410,46609,2.0,0,0,3,9,2410,0,1989,0,98053,47.6789,-122.048,3370,40072,2014,12,25,0,21690,225,0.05170675191486623
417000.0,4,2.25,2300,7700,1.0,0,0,3,7,1380,920,1959,0,98125,47.7137,-122.322,2010,8820,2014,6,55,0,16100,385,0.2987012987012987
199000.0,3,1.0,1390,12145,1.0,0,0,4,7,1390,0,1964,0,98042,47.4225,-122.15,1030,10800,2014,7,50,0,9730,350,0.11445039110745163
875000.0,5,2.5,2920,5568,2.0,0,0,3,8,2320,600,1906,0,98112,47.6265,-122.312,2970,5568,2014,6,108,0,23360,864,0.5244252873563219
545000.0,4,1.5,1370,3708,1.5,0,0,3,7,1370,0,1926,0,98117,47.6849,-122.363,2030,3708,2014,11,88,0,9590,616,0.36947141316073356
192500.0,2,1.0,950,7692,1.0,0,0,3,6,950,0,1926,0,98168,47.4909,-122.298,1820,8221,2014,5,88,0,5700,528,0.12350494019760791
822500.0,3,2.5,3090,7708,2.0,0,0,3,10,3090,0,1999,0,98052,47.6868,-122.108,3140,8592,2015,2,16,0,30900,160,0.4008822003113648
800000.0,4,2.5,2390,10000,1.0,0,0,3,9,1590,800,1975,0,98040,47.5801,-122.229,1900,9752,2014,12,39,0,21510,351,0.239
1250000.0,3,2.5,2070,4944,2.0,0,0,3,9,2070,0,1930,0,98112,47.6256,-122.284,3300,6179,2014,12,84,0,18630,756,0.4186893203883495
3850000.0,4,4.25,5770,21300,2.0,1,4,4,11,5770,0,1980,0,98040,47.585,-122.222,4620,22748,2014,11,34,0,63470,374,0.2708920187793427
295000.0,3,2.5,1460,7936,2.0,0,0,3,7,1460,0,1995,0,98038,47.3673,-122.017,1830,7936,2014,10,19,0,10220,133,0.18397177419354838
419000.0,2,1.75,1510,4980,1.0,0,0,3,8,1510,0,2006,0,98053,47.7191,-122.023,1350,4157,2014,6,8,0,12080,64,0.3032128514056225
1195000.0,5,3.25,5180,19606,1.0,0,0,3,11,2610,2570,1993,0,98006,47.555,-122.114,4050,15296,2014,9,21,0,56980,231,0.26420483525451394
750000.0,4,2.75,3430,13907,2.0,0,0,3,11,3430,0,1995,0,98075,47.5879,-121.993,3250,13851,2014,12,19,0,37730,209,0.2466383835478536
502000.0,4,1.5,1700,8400,1.0,0,0,3,7,1700,0,1953,0,98177,47.7677,-122.359,1750,8475,2015,4,62,0,11900,434,0.20238095238095238
1025000.0,3,1.75,2640,8000,1.0,0,3,4,9,1320,1320,1960,0,98040,47.5826,-122.246,2740,6000,2014,6,54,0,23760,486,0.33
398500.0,3,1.0,1200,15960,1.5,0,0,3,6,1200,0,1945,0,98125,47.7163,-122.299,1120,7800,2015,3,70,0,7200,420,0.07518796992481203
700000.0,2,1.5,1850,4945,1.5,0,2,4,7,1850,0,1907,1969,98126,47.5742,-122.379,1850,4950,2015,4,108,1,12950,756,0.3741152679474216
248000.0,5,1.5,1510,9078,1.0,0,0,4,7,1510,0,1959,0,98168,47.4852,-122.305,1480,9078,2014,6,55,0,10570,385,0.16633619740030844
800000.0,4,2.0,2130,2800,1.0,0,0,5,7,1070,1060,1922,0,98103,47.6545,-122.333,1990,3990,2014,8,92,0,14910,644,0.7607142857142857
383000.0,4,2.5,2640,8055,2.0,0,0,3,9,2640,0,2004,0,98092,47.315,-122.193,1650,8055,2015,1,11,0,23760,99,0.32774674115456237
688000.0,4,3.0,3000,4000,1.5,0,3,3,8,1970,1030,1913,2014,98144,47.5744,-122.307,1900,4000,2014,5,101,1,24000,808,0.75
521000.0,3,2.0,1870,5455,1.0,0,0,5,7,1060,810,1926,0,98125,47.7029,-122.297,1870,7435,2014,10,88,0,13090,616,0.34280476626947753
365000.0,2,1.0,990,9223,1.0,0,0,3,7,990,0,1949,0,98125,47.72,-122.32,1230,7244,2014,11,65,0,6930,455,0.10734034479019841
491000.0,3,2.0,2005,7000,1.0,0,0,3,7,1605,400,1980,0,98122,47.6039,-122.298,1750,4500,2014,10,34,0,14035,238,0.2864285714285714
643000.0,3,2.75,2030,7700,1.0,0,0,5,8,1400,630,1965,0,98008,47.626,-122.112,1780,8160,2014,11,49,0,16240,392,0.2636363636363636
279000.0,3,2.5,1500,7350,1.0,0,0,2,7,1060,440,1979,0,98023,47.3025,-122.382,1390,7770,2015,2,36,0,10500,252,0.20408163265306123
583500.0,4,1.0,1530,3900,1.5,0,0,4,7,1530,0,1908,0,98107,47.6748,-122.379,1300,3900,2015,2,107,0,10710,749,0.3923076923076923
310000.0,3,2.5,1990,3600,2.0,0,0,3,7,1990,0,2004,0,98038,47.3841,-122.041,1790,3600,2014,7,10,0,13930,70,0.5527777777777778
310000.0,3,1.75,1420,7650,1.0,0,0,4,7,1100,320,1984,0,98056,47.4892,-122.182,1810,7650,2014,6,30,0,9940,210,0.18562091503267975
280000.0,3,1.0,1400,13975,1.0,0,0,4,6,1400,0,1956,0,98198,47.4195,-122.33,1260,7500,2015,3,59,0,8400,354,0.1001788908765653
272000.0,4,2.5,1870,5692,2.0,0,0,3,7,1870,0,2004,0,98058,47.4334,-122.148,2390,5293,2014,11,10,0,13090,70,0.3285312719606465
870000.0,4,3.0,3040,36246,1.5,0,0,3,9,2680,360,1923,2014,98074,47.6093,-122.07,3520,13178,2014,7,91,1,27360,819,0.0838713237322739
307000.0,3,2.0,1790,7259,1.0,0,0,3,7,1390,400,1980,0,98058,47.4643,-122.171,1790,7700,2014,11,34,0,12530,238,0.24659043945447032
490000.0,2,1.5,1590,4500,1.0,0,0,4,7,920,670,1946,0,98116,47.5831,-122.392,1900,4450,2014,7,68,0,11130,476,0.35333333333333333
399950.0,3,2.0,2050,9396,1.0,0,0,5,7,1170,880,1960,0,98155,47.7447,-122.328,1680,9391,2014,10,54,0,14350,378,0.21817794806300553
1635000.0,5,3.5,4220,26784,1.0,0,0,3,10,2110,2110,1958,2006,98004,47.6003,-122.206,3450,33945,2014,6,56,1,42200,560,0.1575567502986858
989000.0,5,4.5,4030,13474,2.0,0,0,3,11,4030,0,2000,0,98075,47.5812,-121.995,3860,12438,2014,7,14,0,44330,154,0.29909455247142647
264950.0,4,1.75,1770,9011,1.0,0,0,5,7,1050,720,1983,0,98042,47.3646,-122.076,1410,8530,2014,6,31,0,12390,217,0.19642658972367108
491500.0,4,2.75,2100,7236,1.0,0,0,3,8,1400,700,1979,0,98034,47.7267,-122.232,1900,7519,2014,7,35,0,16800,280,0.2902155887230514
345000.0,3,2.25,2120,15003,2.0,0,0,3,7,2120,0,1984,0,98059,47.4745,-122.12,2070,15203,2014,5,30,0,14840,210,0.14130507231886955
339900.0,4,1.75,2600,18042,1.0,0,0,4,8,2020,580,1969,0,98092,47.2969,-122.189,2200,9408,2015,1,46,0,20800,368,0.14410819199645272
852000.0,3,3.0,2400,4000,2.0,0,0,3,7,1860,540,1905,0,98102,47.6288,-122.321,1750,3940,2015,4,110,0,16800,770,0.6
585000.0,5,3.5,3180,40946,1.0,0,3,3,7,1690,1490,1968,0,98075,47.5833,-122.073,2430,29620,2014,12,46,0,22260,322,0.07766326381087285
723000.0,4,2.0,2790,8793,1.0,0,0,4,8,1640,1150,1977,0,98006,47.5509,-122.16,2400,9286,2015,2,38,0,22320,304,0.3172978505629478
594000.0,3,2.25,2080,70567,2.0,0,0,3,8,2080,0,1990,0,98072,47.7221,-122.124,3730,43560,2015,1,25,0,16640,200,0.02947553388977851
405000.0,2,1.5,1370,4102,2.0,0,0,4,7,1370,0,1987,0,98033,47.6943,-122.184,1380,3211,2014,12,27,0,9590,189,0.3339834227206241
725500.0,4,2.5,2790,74495,2.0,0,0,3,9,2790,0,1997,0,98053,47.6628,-122.056,2790,24643,2014,8,17,0,25110,153,0.03745217799852339
800000.0,2,1.0,1740,5719,1.0,0,0,3,8,1740,0,1955,0,98103,47.6729,-122.335,1980,5000,2014,6,59,0,13920,472,0.3042489945794719
