price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,neighborhood_avg_sqft,sqft_lot15,sale_year,sale_month,log_price,is_renovated,house_age,house_age_bin,price_per_sqft
567500.0,3,2.5,2080,4556,2.0,0,0,3,8,2080,0,1999,0,98074,47.6036,-122.014,1530,5606,2015,4,13.24899779045068,0,16,<20 yrs,272.83653846153845
647500.0,3,1.75,1290,3870,1.0,0,0,5,7,1290,0,1916,0,98144,47.5873,-122.29,2020,5850,2014,6,13.380875616956182,0,98,50–100 yrs,501.93798449612405
495000.0,2,1.75,1850,2530,2.5,0,0,4,7,1850,0,1903,0,98122,47.6106,-122.31,1500,1795,2014,11,13.112315061750808,0,111,>100 yrs,267.56756756756755
825000.0,4,2.5,3370,5000,2.0,0,0,3,9,3370,0,2006,0,98027,47.541,-121.998,3370,5237,2014,11,13.623139877437296,0,8,<20 yrs,244.80712166172106
435000.0,4,2.25,2730,7506,2.0,0,0,4,8,2730,0,1987,0,98058,47.4627,-122.152,2390,8015,2015,3,12.983103608918753,0,28,20–50 yrs,159.34065934065933
445950.0,3,1.75,1300,7800,1.0,0,0,5,7,1300,0,1968,0,98034,47.7321,-122.195,1520,7344,2014,9,13.007964359495697,0,46,20–50 yrs,343.03846153846155
960000.0,5,2.75,3040,10257,2.0,0,0,3,10,3040,0,1993,0,98006,47.5531,-122.119,2860,9327,2014,6,13.774689605110144,0,21,20–50 yrs,315.7894736842105
780000.0,4,3.0,2440,3600,1.5,0,0,5,8,1480,960,1929,0,98103,47.6853,-122.331,1770,4000,2014,9,13.567050480716235,0,85,50–100 yrs,319.672131147541
274500.0,3,2.25,1720,9000,1.0,0,0,4,8,1320,400,1969,0,98023,47.3191,-122.383,1930,8000,2014,6,12.522710182912336,0,45,20–50 yrs,159.59302325581396
729953.0,5,3.0,3230,5167,1.5,0,0,4,8,2000,1230,1909,0,98133,47.7053,-122.34,1509,1626,2015,4,13.500736797440497,0,106,>100 yrs,225.99164086687307
464950.0,3,1.5,1200,890,2.0,0,0,3,8,1030,170,2008,0,98109,47.6384,-122.342,1230,2120,2014,7,13.04968730267293,0,6,<20 yrs,387.4583333333333
620000.0,4,1.75,2350,18800,1.0,0,2,3,8,2350,0,1959,0,98005,47.5904,-122.177,3050,14640,2014,11,13.3374763699232,0,55,50–100 yrs,263.82978723404256
735000.0,4,3.5,3100,5600,2.0,0,0,3,9,3100,0,2005,0,98075,47.5968,-121.978,3080,5600,2015,1,13.507627138738266,0,10,<20 yrs,237.09677419354838
450000.0,4,2.25,2040,9565,1.0,0,0,3,8,1400,640,1959,0,98133,47.7356,-122.335,1890,8580,2015,4,13.017005083966255,0,56,50–100 yrs,220.58823529411765
450000.0,4,1.0,2000,4676,1.5,0,0,3,7,1250,750,1916,1986,98118,47.5529,-122.268,1140,4676,2014,6,13.017005083966255,1,98,50–100 yrs,225.0
842500.0,4,2.5,2160,5298,2.5,0,0,4,9,2160,0,1902,0,98122,47.6106,-122.31,1720,2283,2014,5,13.64413012815157,0,112,>100 yrs,390.0462962962963
360000.0,3,2.0,1970,79714,1.0,0,0,3,7,1070,900,1979,0,98058,47.4674,-122.107,1890,36626,2014,10,12.793862088206213,0,35,20–50 yrs,182.74111675126903
585000.0,3,2.5,2270,100545,2.0,0,0,3,8,2270,0,1998,0,98070,47.4815,-122.47,1277,100545,2014,6,13.279368835614243,0,16,<20 yrs,257.70925110132157
461000.0,3,2.25,1850,7923,1.0,0,0,4,7,1150,700,1977,0,98033,47.7011,-122.171,1780,7420,2014,8,13.04115549117383,0,37,20–50 yrs,249.1891891891892
345000.0,2,1.0,1350,4494,1.0,0,0,3,7,920,430,1949,0,98126,47.5315,-122.38,1470,5225,2014,8,12.75130259456002,0,65,50–100 yrs,255.55555555555554
1075000.0,3,2.5,3280,10302,1.0,0,0,3,10,1680,1600,1970,0,98115,47.6948,-122.286,1550,6300,2014,7,13.887832149776026,0,44,20–50 yrs,327.7439024390244
643000.0,4,2.5,2270,8391,2.0,0,0,3,8,2270,0,1988,0,98029,47.574,-122.013,2420,8391,2015,2,13.3739015584285,0,27,20–50 yrs,283.2599118942731
690000.0,4,2.5,2820,8307,2.0,0,0,3,9,2820,0,1990,0,98074,47.6253,-122.027,2820,8307,2014,9,13.444448325847754,0,24,20–50 yrs,244.68085106382978
282000.0,4,1.0,1200,11111,1.5,0,0,3,7,1200,0,1949,0,98155,47.7529,-122.306,1350,9113,2015,4,12.549665896013254,0,66,50–100 yrs,235.0
549000.0,3,1.75,2000,6130,1.0,0,0,4,8,1120,880,1951,0,98117,47.6925,-122.388,2140,7150,2014,11,13.215855541983634,0,63,50–100 yrs,274.5
815000.0,3,2.0,2310,6000,2.0,0,1,4,9,1560,750,1926,0,98199,47.648,-122.395,2000,6000,2015,1,13.610944619216111,0,89,50–100 yrs,352.8138528138528
2200000.0,5,4.25,4640,22703,2.0,1,4,5,8,2860,1780,1952,0,98052,47.6393,-122.097,3140,14200,2015,5,14.603968372873895,0,63,50–100 yrs,474.13793103448273
700000.0,3,2.25,2330,11424,2.0,0,0,4,8,2330,0,1984,0,98052,47.6386,-122.11,2050,11448,2015,4,13.45883704259595,0,31,20–50 yrs,300.42918454935625
933399.0,3,2.5,3940,10360,2.0,0,0,3,9,3110,830,1992,0,98052,47.6468,-122.116,2720,11941,2014,7,13.746589112497853,0,22,20–50 yrs,236.9032994923858
290000.0,3,1.0,1440,11250,1.0,0,0,3,7,1440,0,1967,0,98055,47.4627,-122.213,2200,11250,2014,7,12.577639650232573,0,47,20–50 yrs,201.38888888888889
372000.0,4,1.75,1960,9300,1.0,0,0,5,7,1340,620,1979,0,98045,47.4487,-121.772,1500,9752,2014,5,12.826651821423713,0,35,20–50 yrs,189.79591836734693
450000.0,2,1.75,1250,2890,1.0,0,0,4,7,790,460,1920,0,98103,47.6795,-122.353,1500,3225,2014,8,13.017005083966255,0,94,50–100 yrs,360.0
303700.0,3,2.5,1981,5700,2.0,0,0,3,8,1981,0,2010,0,98030,47.3668,-122.178,1981,5894,2014,9,12.6237989437515,0,4,<20 yrs,153.30641090358404
672000.0,4,2.5,2440,10049,2.0,0,0,4,9,2440,0,1989,0,98029,47.5744,-121.993,2820,8484,2014,7,13.418015107599418,0,25,20–50 yrs,275.40983606557376
334000.0,4,1.5,1150,9360,1.5,0,0,3,6,1150,0,1970,0,98034,47.7197,-122.173,1480,8155,2014,6,12.718899265966332,0,44,20–50 yrs,290.4347826086956
260000.0,2,1.0,1120,5650,1.0,0,0,3,6,1120,0,1944,0,98178,47.4979,-122.241,1270,6875,2014,6,12.468440756144114,0,70,50–100 yrs,232.14285714285714
749950.0,3,1.75,1800,5700,1.0,0,0,4,8,1000,800,1941,0,98119,47.6491,-122.367,1680,5350,2014,7,13.527763150044844,0,73,50–100 yrs,416.6388888888889
330000.0,4,2.25,2380,122038,2.0,0,0,4,8,2380,0,1984,0,98022,47.2624,-122.015,2030,48000,2014,12,12.706850963741102,0,30,20–50 yrs,138.65546218487395
830000.0,5,3.0,2920,2808,2.0,0,0,3,8,2140,780,1960,1992,98103,47.654,-122.342,1620,1544,2014,10,13.629182184591333,1,54,50–100 yrs,284.24657534246575
1131000.0,3,2.25,2790,13791,1.0,0,3,3,8,2790,0,2006,0,98166,47.4389,-122.351,2720,12600,2014,7,13.938613639271164,0,8,<20 yrs,405.3763440860215
320000.0,3,1.0,1560,7552,1.0,0,0,4,6,910,650,1948,0,98155,47.7552,-122.327,1200,8152,2014,7,12.676079399771027,0,66,50–100 yrs,205.12820512820514
260000.0,2,1.0,1550,15250,1.5,0,0,5,7,1550,0,1920,0,98038,47.407,-122.045,1520,34929,2015,4,12.468440756144114,0,95,50–100 yrs,167.74193548387098
225000.0,3,2.0,1700,11475,1.0,0,0,5,6,970,730,1945,0,98146,47.4851,-122.338,1560,11475,2014,6,12.323860125621126,0,69,50–100 yrs,132.35294117647058
279200.0,1,1.0,640,6350,1.0,0,0,3,5,640,0,1939,0,98117,47.6976,-122.359,1270,6350,2014,9,12.539687231525832,0,75,50–100 yrs,436.25
520000.0,4,3.5,2680,10000,2.0,0,0,3,8,2040,640,1942,2014,98125,47.726,-122.296,1530,8000,2014,5,13.161586013632684,1,72,50–100 yrs,194.02985074626866
505000.0,3,2.5,1860,8060,2.0,0,0,4,8,1860,0,1987,0,98029,47.5674,-122.017,1850,4661,2014,6,13.132315688453556,0,27,20–50 yrs,271.505376344086
234000.0,3,1.75,1490,8366,1.0,0,0,4,7,1010,480,1975,0,98042,47.375,-122.14,1490,7469,2014,5,12.36308066783498,0,39,20–50 yrs,157.04697986577182
503000.0,4,2.5,2470,5044,2.0,0,0,3,9,2470,0,2005,0,98155,47.7728,-122.271,2790,5583,2014,9,13.12834743715147,0,9,<20 yrs,203.6437246963563
606000.0,4,2.25,2390,8858,1.0,0,0,4,8,1740,650,1979,0,98033,47.6925,-122.184,2240,8858,2014,8,13.314636915215106,0,35,20–50 yrs,253.55648535564853
433500.0,3,1.0,1230,6000,1.0,0,0,4,7,780,450,1937,0,98115,47.6839,-122.281,1570,5000,2014,7,12.979649382005148,0,77,50–100 yrs,352.4390243902439
250000.0,3,1.5,2840,10182,1.0,0,0,3,8,1510,1330,1951,0,98056,47.524,-122.2,2210,9669,2015,1,12.429220196836383,0,64,50–100 yrs,88.02816901408451
719000.0,3,2.5,2120,9307,2.0,0,0,4,9,2120,0,1984,0,98006,47.5477,-122.141,2290,11524,2014,8,13.4856180275228,0,30,20–50 yrs,339.1509433962264
381000.0,3,2.0,1770,14400,1.0,0,0,4,8,1770,0,1959,0,98166,47.415,-122.337,1900,14400,2014,12,12.850557278777309,0,55,50–100 yrs,215.25423728813558
267000.0,3,2.5,2495,4400,2.0,0,0,3,8,2495,0,2007,0,98001,47.288,-122.283,2434,4400,2014,5,12.495007682693725,0,7,<20 yrs,107.01402805611222
275000.0,1,0.75,1170,14149,1.0,0,0,5,7,880,290,1962,0,98022,47.2653,-121.91,1130,24513,2014,5,12.524530013005734,0,52,50–100 yrs,235.04273504273505
651000.0,4,2.5,2740,7140,2.0,0,0,3,8,2740,0,1993,0,98074,47.6334,-122.021,2260,7035,2014,5,13.386266457287837,0,21,20–50 yrs,237.5912408759124
439000.0,2,1.0,1050,5671,1.0,0,0,3,7,850,200,1949,0,98115,47.6767,-122.286,1850,5243,2015,2,12.992256969959042,0,66,50–100 yrs,418.0952380952381
325000.0,2,1.0,1130,5070,1.0,0,0,4,7,1130,0,1955,0,98146,47.5141,-122.377,860,6300,2015,2,12.691583538230217,0,60,50–100 yrs,287.6106194690266
490000.0,2,1.0,880,6380,1.0,0,0,3,7,880,0,1938,1994,98115,47.6924,-122.322,1340,6380,2014,5,13.102162710901053,1,76,50–100 yrs,556.8181818181819
519900.0,4,2.5,2403,6172,2.0,0,0,3,9,2403,0,1999,0,98028,47.7361,-122.234,2380,6075,2014,10,13.161393687816775,0,15,<20 yrs,216.354556803995
545000.0,4,2.75,3410,35040,2.0,0,0,3,9,3410,0,1984,0,98038,47.4054,-122.03,2580,37263,2014,7,13.208542908506082,0,30,20–50 yrs,159.8240469208211
1062500.0,4,4.0,5320,20041,2.0,0,0,3,11,5320,0,2003,0,98075,47.5852,-121.966,4640,17268,2014,7,13.876136120956737,0,11,<20 yrs,199.71804511278197
542000.0,4,1.75,1900,8250,1.0,0,0,4,7,950,950,1955,0,98006,47.5765,-122.147,1480,8360,2014,5,13.20302312543853,0,59,50–100 yrs,285.2631578947368
465000.0,4,1.75,1810,21650,2.0,0,0,4,7,1810,0,1961,0,98077,47.7358,-122.076,2700,29680,2014,12,13.049794835104816,0,53,50–100 yrs,256.9060773480663
408000.0,2,2.0,1200,3900,1.0,0,0,3,8,1200,0,2006,0,98053,47.72,-122.024,1440,5580,2015,3,12.919024904363686,0,9,<20 yrs,340.0
292000.0,4,2.5,2060,5950,2.0,0,0,3,8,2060,0,2000,0,98030,47.3631,-122.192,2242,6406,2014,12,12.584512505902088,0,14,<20 yrs,141.74757281553397
253000.0,3,1.75,1250,10122,1.0,0,0,3,7,1250,0,1994,0,98010,47.3277,-122.001,1980,10175,2014,5,12.441148720271016,0,20,<20 yrs,202.4
280000.0,2,1.0,910,4662,1.0,0,0,5,6,910,0,1942,0,98106,47.5232,-122.354,890,6050,2014,9,12.54254845357358,0,72,50–100 yrs,307.6923076923077
658588.0,3,2.25,2560,41346,2.0,0,0,3,10,2560,0,1986,0,98027,47.4871,-122.065,3040,35395,2014,6,13.397854946689566,0,28,20–50 yrs,257.2609375
635000.0,4,2.25,1920,8910,1.0,0,0,4,8,1200,720,1969,0,98005,47.5897,-122.156,2250,8800,2014,12,13.361381852676738,0,45,20–50 yrs,330.7291666666667
439000.0,4,2.25,2240,8300,2.0,0,0,3,8,2240,0,1978,0,98011,47.7746,-122.197,2340,8500,2014,10,12.992256969959042,0,36,20–50 yrs,195.98214285714286
300000.0,3,2.5,1260,3855,2.0,0,0,3,8,1260,0,1999,0,98059,47.4908,-122.154,1310,3344,2014,8,12.611541086966115,0,15,<20 yrs,238.0952380952381
345000.0,3,1.5,1360,13496,1.0,0,0,4,8,1360,0,1960,0,98198,47.4032,-122.314,1900,10538,2015,2,12.75130259456002,0,55,50–100 yrs,253.6764705882353
283500.0,4,2.25,2100,8050,2.0,0,0,3,8,2100,0,1978,0,98055,47.4391,-122.193,2190,7700,2014,8,12.554970929480584,0,36,20–50 yrs,135.0
425000.0,2,1.0,2110,4920,1.5,0,0,3,7,1460,650,1911,0,98103,47.6872,-122.339,1390,4732,2014,9,12.959846800844963,0,103,>100 yrs,201.4218009478673
685000.0,3,1.75,2210,8955,1.0,0,1,3,8,1560,650,1974,0,98033,47.6621,-122.189,2210,8976,2015,3,13.437175577097312,0,41,20–50 yrs,309.9547511312217
750000.0,3,2.5,2360,12987,2.0,0,0,3,8,2360,0,1983,0,98006,47.5471,-122.149,2480,11665,2015,4,13.527829818844937,0,32,20–50 yrs,317.79661016949154
245000.0,4,1.5,1280,8000,1.0,0,0,3,6,1280,0,1960,0,98178,47.4949,-122.255,1420,8211,2015,4,12.409017571151187,0,55,50–100 yrs,191.40625
585444.0,6,3.75,2740,6924,1.0,0,2,3,7,1640,1100,1962,0,98144,47.5816,-122.296,1940,6000,2015,4,13.280127520801422,0,53,50–100 yrs,213.66569343065694
706000.0,4,2.5,2740,7571,2.0,0,0,3,9,2740,0,2009,0,98033,47.6962,-122.179,2880,7203,2014,9,13.467371932904971,0,5,<20 yrs,257.66423357664235
445000.0,4,2.0,2630,9099,1.5,0,0,3,7,1830,800,1944,2009,98146,47.5067,-122.361,1430,6825,2014,8,13.005831808336863,1,70,50–100 yrs,169.20152091254752
241000.0,3,2.0,1650,6000,1.0,0,0,3,7,1650,0,1990,0,98023,47.2904,-122.353,1870,6000,2015,2,12.392556361841777,0,25,20–50 yrs,146.06060606060606
1175000.0,2,2.5,1770,7155,2.0,1,4,3,8,1770,0,1957,2004,98155,47.7345,-122.285,2410,10476,2015,5,13.976779556623864,1,58,50–100 yrs,663.8418079096045
530000.0,3,1.0,1500,5750,1.5,0,0,4,7,1050,450,1927,0,98126,47.5677,-122.376,1500,5060,2015,2,13.180634172318978,0,88,50–100 yrs,353.3333333333333
350000.0,3,1.5,1430,12199,1.0,0,0,3,7,1130,300,1948,0,98133,47.7352,-122.33,1490,8196,2015,3,12.765691290604371,0,67,50–100 yrs,244.75524475524475
1700000.0,4,3.75,3190,17186,2.0,1,4,3,10,3190,0,1999,0,98178,47.5115,-122.246,2290,13496,2015,4,14.346139397261565,0,16,<20 yrs,532.9153605015674
389000.0,3,1.0,1280,9630,1.0,0,0,3,7,1280,0,1968,0,98072,47.7677,-122.163,1300,9453,2015,4,12.871337193291367,0,47,20–50 yrs,303.90625
799000.0,4,2.75,2390,6820,2.0,0,0,4,7,2140,250,1945,0,98115,47.6788,-122.27,1980,6820,2014,11,13.591117476312084,0,69,50–100 yrs,334.30962343096235
1400000.0,4,2.5,4040,9630,1.0,0,3,4,9,2020,2020,1951,0,98199,47.6408,-122.41,3160,8025,2014,8,14.151983508870947,0,63,50–100 yrs,346.53465346534654
340895.0,2,1.0,920,8612,1.0,0,0,5,7,920,0,1947,0,98155,47.734,-122.301,1500,7956,2014,12,12.739332724410923,0,67,50–100 yrs,370.5380434782609
780000.0,4,2.5,2730,10281,2.0,0,2,3,9,2730,0,1996,0,98074,47.6227,-122.029,2750,7220,2014,5,13.567050480716235,0,18,<20 yrs,285.7142857142857
350000.0,2,1.5,1320,73600,1.0,0,0,3,7,1320,0,1993,0,98001,47.2755,-122.271,1320,33600,2014,12,12.765691290604371,0,21,20–50 yrs,265.1515151515151
470000.0,3,2.5,2620,4874,2.0,0,0,3,7,2620,0,1999,0,98065,47.5328,-121.879,2360,4231,2015,2,13.060490101343552,0,16,<20 yrs,179.38931297709922
914600.0,4,3.0,3180,80837,2.0,0,0,3,11,3180,0,1985,0,98072,47.7336,-122.134,3180,38715,2015,1,13.726243183579646,0,30,20–50 yrs,287.61006289308176
354000.0,4,2.5,2900,4762,2.0,0,0,3,8,2900,0,2005,0,98042,47.3663,-122.129,2900,5173,2014,9,12.777055016970678,0,9,<20 yrs,122.06896551724138
470000.0,5,2.0,1900,6000,1.5,0,0,4,6,1900,0,1920,0,98033,47.6831,-122.186,2110,8400,2015,2,13.060490101343552,0,95,50–100 yrs,247.3684210526316
715000.0,3,2.0,1760,5400,1.0,0,0,5,7,1160,600,1927,0,98103,47.6558,-122.331,1640,5400,2014,7,13.480039220276565,0,87,50–100 yrs,406.25
265000.0,2,1.0,760,4000,1.0,0,0,4,6,760,0,1950,0,98108,47.5466,-122.304,1640,4500,2014,10,12.487488878546145,0,64,50–100 yrs,348.6842105263158
2537000.0,4,3.0,3710,20000,2.0,0,2,5,10,2760,950,1936,0,98105,47.6696,-122.261,3970,20000,2015,3,14.74649323274768,0,79,50–100 yrs,683.8274932614555
640000.0,3,1.0,1530,4944,1.0,0,0,3,7,1530,0,1950,0,98103,47.6857,-122.341,1500,4944,2014,8,13.369225017834633,0,64,50–100 yrs,418.30065359477123
290000.0,4,1.75,1990,18900,2.0,0,0,4,7,1870,120,1929,0,98168,47.5131,-122.313,1710,12400,2014,11,12.577639650232573,0,85,50–100 yrs,145.7286432160804
480000.0,5,4.75,3830,35000,1.0,0,0,3,8,2130,1700,1976,0,98077,47.7597,-122.079,2750,36150,2014,5,13.081543466215237,0,38,20–50 yrs,125.32637075718016
535000.0,3,2.0,2040,5600,1.0,0,1,5,7,1120,920,1954,0,98144,47.5959,-122.293,2120,4958,2014,8,13.190023895035274,0,60,50–100 yrs,262.2549019607843
907000.0,3,1.75,2170,12220,1.0,0,0,5,8,2170,0,1965,0,98033,47.6537,-122.195,1980,9000,2014,8,13.717898831632498,0,49,20–50 yrs,417.97235023041475
459000.0,3,1.75,1620,7330,1.0,0,0,4,7,1090,530,1974,0,98034,47.7148,-122.213,1380,7191,2014,6,13.036807667689546,0,40,20–50 yrs,283.3333333333333
1355000.0,3,2.5,3600,21399,1.0,0,3,3,9,2310,1290,1950,2007,98008,47.6191,-122.099,2830,17559,2015,4,14.119312750303045,1,65,50–100 yrs,376.3888888888889
264950.0,3,1.5,1470,11599,1.0,0,0,3,7,1070,400,1967,0,98030,47.3632,-122.188,1580,9760,2015,3,12.487300182210822,0,48,20–50 yrs,180.23809523809524
352950.0,3,1.0,1760,3000,1.5,0,0,1,6,1760,0,1900,0,98103,47.6598,-122.348,1320,1266,2014,11,12.774084516082107,0,114,>100 yrs,200.53977272727272
491500.0,3,2.25,2230,13100,1.0,0,0,4,8,1510,720,1974,0,98006,47.5413,-122.174,2010,10650,2014,8,13.105219253155285,0,40,20–50 yrs,220.40358744394618
1229000.0,4,3.5,3770,37034,2.0,0,0,3,10,2830,940,1989,0,98007,47.6463,-122.151,3200,36342,2014,6,14.021712202217492,0,25,20–50 yrs,325.9946949602122
369500.0,3,1.0,1200,9194,1.0,0,0,4,7,1200,0,1952,0,98155,47.7362,-122.319,1330,8650,2015,4,12.819908725726677,0,63,50–100 yrs,307.9166666666667
566000.0,3,2.5,2090,6294,2.0,0,0,3,9,2090,0,2004,0,98052,47.686,-122.095,2520,5735,2015,3,13.246351123968212,0,11,<20 yrs,270.8133971291866
290000.0,3,2.25,1500,7308,1.0,0,0,4,7,1210,290,1968,0,98055,47.4621,-122.187,1480,7400,2014,8,12.577639650232573,0,46,20–50 yrs,193.33333333333334
5350000.0,5,5.0,8000,23985,2.0,0,4,3,12,6720,1280,2009,0,98004,47.6232,-122.22,4600,21750,2015,4,15.49260730578806,0,6,<20 yrs,668.75
180000.0,3,1.0,870,5330,1.0,0,0,3,6,870,0,1969,2014,98042,47.369,-122.077,840,5200,2014,5,12.100717685412471,1,45,20–50 yrs,206.89655172413794
215000.0,2,1.0,1010,6000,1.0,0,0,4,6,1010,0,1944,0,98133,47.771,-122.353,1610,7313,2014,8,12.278397958261774,0,70,50–100 yrs,212.87128712871288
302000.0,2,1.0,1010,6000,1.0,0,0,4,6,1010,0,1944,0,98133,47.771,-122.353,1610,7313,2015,2,12.618185607609803,0,71,50–100 yrs,299.009900990099
352500.0,3,1.75,1860,7881,1.0,0,0,3,7,1160,700,1986,0,98198,47.3855,-122.322,1490,7527,2015,4,12.77280873810987,0,29,20–50 yrs,189.51612903225808
235867.0,4,2.0,1330,5926,1.0,0,0,4,5,1330,0,1942,0,98056,47.496,-122.19,1150,5485,2014,6,12.371027605494929,0,72,50–100 yrs,177.3436090225564
500000.0,3,2.25,1760,11946,2.0,0,0,3,8,1760,0,1978,0,98074,47.624,-122.05,2080,12068,2014,7,13.122365377402328,0,36,20–50 yrs,284.09090909090907
382000.0,3,2.25,1800,4500,2.0,0,0,3,7,1800,0,1995,0,98019,47.7462,-121.98,1760,6589,2015,3,12.853178505386333,0,20,<20 yrs,212.22222222222223
515000.0,5,2.5,1690,2402,1.5,0,0,3,7,990,700,1930,0,98117,47.6903,-122.38,1200,4005,2015,4,13.151924121391561,0,85,50–100 yrs,304.73372781065086
250000.0,1,1.0,660,2600,1.0,0,0,3,6,660,0,1919,0,98144,47.5723,-122.304,1560,5445,2015,5,12.429220196836383,0,96,50–100 yrs,378.7878787878788
672500.0,3,2.25,2400,5300,1.5,0,0,4,7,1250,1150,1939,0,98117,47.6876,-122.384,1540,4800,2014,6,13.418758877445873,0,75,50–100 yrs,280.2083333333333
755000.0,3,2.25,3020,13031,2.0,0,0,3,9,3020,0,1989,0,98052,47.6897,-122.098,2480,10204,2014,10,13.534474352733596,0,25,20–50 yrs,250.0
707500.0,3,1.0,1500,2555,2.0,0,2,3,7,1500,0,1910,0,98109,47.627,-122.353,1820,2555,2015,3,13.469494321926092,0,105,>100 yrs,471.6666666666667
459000.0,4,2.0,1560,3840,1.0,0,0,4,6,960,600,1924,0,98117,47.6882,-122.365,1560,4800,2014,8,13.036807667689546,0,90,50–100 yrs,294.2307692307692
140000.0,3,1.0,1090,10620,1.5,0,0,3,7,1090,0,1959,0,98032,47.3748,-122.294,1380,10620,2015,2,11.849404844423074,0,56,50–100 yrs,128.44036697247705
495000.0,2,1.0,970,4284,1.0,0,0,3,7,970,0,1905,0,98103,47.6667,-122.333,2050,4284,2014,8,13.112315061750808,0,109,>100 yrs,510.30927835051546
757000.0,3,3.25,3190,5283,2.0,0,0,3,9,3190,0,2007,0,98029,47.5534,-122.002,2950,5198,2014,5,13.537119853422677,0,7,<20 yrs,237.3040752351097
765000.0,3,3.25,3190,5283,2.0,0,0,3,9,3190,0,2007,0,98029,47.5534,-122.002,2950,5198,2015,1,13.547632419997361,0,8,<20 yrs,239.81191222570533
359000.0,4,1.5,1890,6052,1.0,0,0,4,7,1890,0,1955,0,98125,47.7055,-122.3,1510,6072,2014,9,12.791080452981857,0,59,50–100 yrs,189.94708994708995
440000.0,3,1.0,1050,7500,1.0,0,0,3,6,1050,0,1900,0,98136,47.5473,-122.396,1380,7500,2014,6,12.994532278619134,0,114,>100 yrs,419.04761904761904
400000.0,4,1.5,1390,7200,1.0,0,0,3,7,1140,250,1965,0,98133,47.7224,-122.332,1630,7702,2014,5,12.899222326086994,0,49,20–50 yrs,287.76978417266184
652000.0,3,2.0,1700,4080,1.0,0,0,4,7,850,850,1941,0,98117,47.6785,-122.393,1480,5100,2015,3,13.387801374649944,0,74,50–100 yrs,383.52941176470586
260000.0,3,1.75,1050,5850,1.0,0,0,3,7,1050,0,1980,0,98166,47.4574,-122.358,1220,8880,2014,5,12.468440756144114,0,34,20–50 yrs,247.61904761904762
1328000.0,5,3.0,3340,10796,1.0,0,2,3,9,2120,1220,1964,1990,98040,47.5421,-122.229,3290,12955,2015,4,14.099185362030282,1,51,50–100 yrs,397.6047904191617
519500.0,4,2.0,1540,17859,1.0,0,0,3,6,1540,0,1964,0,98027,47.5326,-122.032,1390,9688,2015,2,13.160624014447382,0,51,50–100 yrs,337.3376623376623
650000.0,3,1.0,1710,5992,1.5,0,0,4,7,1560,150,1928,0,98103,47.6861,-122.354,1240,3001,2014,10,13.384729180332174,0,86,50–100 yrs,380.1169590643275
280000.0,4,2.25,2100,8075,2.0,0,0,3,8,2100,0,1978,0,98003,47.3251,-122.329,2100,7464,2015,3,12.54254845357358,0,37,20–50 yrs,133.33333333333334
515000.0,4,1.75,1730,7980,1.0,0,0,4,8,1730,0,1965,0,98007,47.6219,-122.138,2080,8400,2014,9,13.151924121391561,0,49,20–50 yrs,297.6878612716763
400000.0,3,2.25,1500,2692,2.0,0,0,3,7,1500,0,1986,0,98034,47.7159,-122.203,1470,2418,2015,3,12.899222326086994,0,29,20–50 yrs,266.6666666666667
652100.0,3,2.5,2380,5017,2.0,0,0,3,9,2380,0,2003,0,98074,47.6297,-122.021,2670,6066,2015,4,13.387954736887249,0,12,<20 yrs,273.99159663865544
235000.0,6,3.0,2180,7956,2.0,0,0,3,7,2180,0,1980,0,98003,47.3054,-122.305,2214,7684,2014,6,12.367345048436391,0,34,20–50 yrs,107.79816513761467
701000.0,4,1.5,1840,10080,2.0,0,0,3,8,1840,0,1907,0,98118,47.5575,-122.279,1830,5040,2015,4,13.460264592549233,0,108,>100 yrs,380.9782608695652
640000.0,4,2.5,2341,9594,2.0,0,0,3,9,2341,0,1997,0,98052,47.6993,-122.115,2850,9421,2014,6,13.369225017834633,0,17,<20 yrs,273.3874412644169
455800.0,3,2.5,1690,4584,2.0,0,0,3,7,1690,0,2002,0,98053,47.6866,-122.043,1600,3164,2014,7,13.029811589736028,0,12,<20 yrs,269.70414201183434
504750.0,3,2.5,2490,21937,2.0,0,0,3,8,2490,0,1993,0,98014,47.6442,-121.898,2450,21937,2014,12,13.131820517351922,0,21,20–50 yrs,202.710843373494
483000.0,3,3.0,2440,15540,2.0,0,0,3,9,2440,0,1992,0,98074,47.6104,-122.06,2440,15283,2014,7,13.087774003025942,0,22,20–50 yrs,197.95081967213116
530000.0,3,0.75,920,20412,1.0,1,2,5,6,920,0,1950,0,98070,47.4781,-122.49,1162,54705,2014,12,13.180634172318978,0,64,50–100 yrs,576.0869565217391
250000.0,2,1.0,1030,8786,1.0,0,0,3,6,1030,0,1956,0,98146,47.4814,-122.341,1480,8121,2014,7,12.429220196836383,0,58,50–100 yrs,242.71844660194174
229950.0,5,2.75,2000,5885,1.0,0,0,3,7,1260,740,1994,0,98023,47.3155,-122.347,1960,6514,2014,9,12.345621521730086,0,20,<20 yrs,114.975
884744.0,4,3.5,4210,9414,2.0,0,0,3,9,4210,0,2001,0,98074,47.6067,-122.022,3950,8880,2014,7,13.693054746877811,0,13,<20 yrs,210.15296912114013
